id	name	cat	url	path	dir	cat_url	ord	code1	code2	code3	dlina	prim	prim2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	img_path	img1	img2	img3	img4	img5	desc	Comment	par1	text1	par2	text2	par3	text3	par4	text4	par5	text5	par6	text6	par7	text7	par8	text8	par9	text9	par10	text10	par11	text11	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
4577	Вал карданный 	IVECO	kardan_504047764	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		504047764			1500			23 180	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1500																													0.245	0.245	1,5	
4579	Вал карданный 	IVECO	kardan_504074165	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		504074165			1620			23 440	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1620																													0.245	0.245	1,62	
4581	Вал карданный 	IVECO	kardan_50422783	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		50422783			3450			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	3450																													0.245	0.245	3,45	
4583	Вал карданный 	IVECO	kardan_9815-2430-ez	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		9815 2430 EZ			900			25 910	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	900																													0.245	0.245	0,9	
4585	Вал карданный 	IVECO	kardan_98408468	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98408468			1680			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1680																													0.245	0.245	1,68	
4587	Вал карданный 	IVECO	kardan_98430755	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98430755			1220			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1220																													0.245	0.245	1,22	
4589	Вал карданный 	IVECO	kardan_98430759	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98430759			1620			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1620																													0.245	0.245	1,62	
4591	Вал карданный 	IVECO	kardan_98430760	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98430760			1640			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1640																													0.245	0.245	1,64	
4593	Вал карданный 	IVECO	kardan_98430762	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98430762			1680			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1680																													0.245	0.245	1,68	
4595	Вал карданный 	IVECO	kardan_98430761	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98430761			1660			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1660																													0.245	0.245	1,66	
4597	Вал карданный 	IVECO	kardan_98432012	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98432012			2225			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2225																													0.245	0.245	2,23	
4599	Вал карданный 	IVECO	kardan_98432013	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98432013			2715			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2715																													0.245	0.245	2,72	
4601	Вал карданный 	IVECO	kardan_98432018	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98432018			2265			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2265																													0.245	0.245	2,27	
4603	Вал карданный 	IVECO	kardan_98432019	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98432019			2755			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2755																													0.245	0.245	2,76	
4605	Вал карданный 	IVECO	kardan_98441865	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98441865			940			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	940																													0.245	0.245	0,94	
4607	Вал карданный 	IVECO	kardan_98432020	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98432020			3030			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	3030																													0.245	0.245	3,03	
4609	Вал карданный 	IVECO	kardan_98441879	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98441879			1455			23 080	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1455																													0.245	0.245	1,46	
4611	Вал карданный 	IVECO	kardan_98441883	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98441883			1130			22 370	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1130																													0.245	0.245	1,13	
4613	Вал карданный 	IVECO	kardan_98441889	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98441889			1500			23 180	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1500																													0.245	0.245	1,5	
4615	Вал карданный 	IVECO	kardan_33000013794	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		33000013794			2275			69 300	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2275																													0.245	0.245	2,28	
4617	Вал карданный 	IVECO	kardan_33000013912	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		33000013912			1485			51 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1485																													0.245	0.245	1,49	
4619	Вал карданный 	IVECO	kardan_41201683	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201683			875			32 750	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	875																													0.245	0.245	0,88	
4621	Вал карданный 	IVECO	kardan_41201684	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201684			1150			33 960	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1150																													0.245	0.245	1,15	
4623	Вал карданный 	IVECO	kardan_41201685	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201685			1220			34 270	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1220																													0.245	0.245	1,22	
4625	Вал карданный 	IVECO	kardan_41201686	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201686			1600			35 950	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1600																													0.245	0.245	1,6	
4627	Вал карданный 	IVECO	kardan_41201687	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201687			1700			36 390	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1700																													0.245	0.245	1,7	
4629	Вал карданный 	IVECO	kardan_41201688	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201688			1750			36 610	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1750																													0.245	0.245	1,75	
4631	Вал карданный 	IVECO	kardan_41201690	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201690			1850			37 060	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1850																													0.245	0.245	1,85	
4633	Вал карданный 	IVECO	kardan_41201689	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201689			1800			36 830	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
4635	Вал карданный 	IVECO	kardan_41201710	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201710			1840			37 010	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1840																													0.245	0.245	1,84	
4637	Вал карданный 	IVECO	kardan_41201728	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201728			775			34 820	под заказ							/kardanyi_valy/img/kamkardan/	IvecoTrakker_41201728_775_.jpg							Длина в полностью сжатом положении, мм	775	Аналог вала №	S151378	Фланец	4*150	Крестовина	57*152																							0.245	0.245	0,78	
4639	Вал карданный 	IVECO	kardan_41201734	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201734			1525			33 220	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1525	Аналог вала №	RS.68740.1525.02																											0.245	0.245	1,53	
4641	Вал карданный 	IVECO	kardan_41201734-e2	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201734-Е2			1525			34 650	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1525																													0.245	0.245	1,53	
4643	Вал карданный 	IVECO	kardan_41201735	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201735			1800			46 200	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
4645	Вал карданный 	IVECO	kardan_41201807	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201807			1525			23 230	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1525																													0.245	0.245	1,53	
4647	Вал карданный 	IVECO	kardan_41210044	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210044			1075			30 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1075																													0.245	0.245	1,08	
4649	Вал карданный 	IVECO	kardan_41201803	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41201803			830			21 720	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	830																													0.245	0.245	0,83	
4651	Вал карданный 	IVECO	kardan_41210046	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210046			1225			30 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1225																													0.245	0.245	1,23	
4653	Вал карданный 	IVECO	kardan_41210045	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210045			1175			30 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1175																													0.245	0.245	1,18	
4655	Вал карданный 	IVECO	kardan_41210047	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210047			1250			30 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1250																													0.245	0.245	1,25	
4657	Вал карданный 	IVECO	kardan_41210048	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210048			1425			32 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1425																													0.245	0.245	1,43	
4659	Вал карданный 	IVECO	kardan_41210049	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210049			1475			32 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1475																													0.245	0.245	1,48	
4661	Вал карданный 	IVECO	kardan_41210074	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41210074			1215			30 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1215																													0.245	0.245	1,22	
4663	Вал карданный 	IVECO	kardan_41213554	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41213554			1975			32 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1975																													0.245	0.245	1,98	
4665	Вал карданный 	IVECO	kardan_41213553	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41213553			1575			32 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1575																													0.245	0.245	1,58	
4667	Вал карданный 	IVECO	kardan_41213596	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41213596			1725			32 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1725																													0.245	0.245	1,73	
4669	Вал карданный 	IVECO	kardan_41214111	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41214111			1150			30 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1150																													0.245	0.245	1,15	
4671	Вал карданный 	IVECO	kardan_41214580	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41214580			1825			33 600	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1825																													0.245	0.245	1,83	
4673	Вал карданный 	IVECO	kardan_41214105	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41214105			2000			33 600	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2000																													0.245	0.245	2	
4675	Вал карданный 	IVECO	kardan_41214583	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41214583			1645			32 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1645																													0.245	0.245	1,65	
4677	Вал карданный 	IVECO	kardan_41218057	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41218057			1450			50 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1450																													0.245	0.245	1,45	
4679	Вал карданный 	IVECO	kardan_41218059	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41218059			1525			46 770	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1525																													0.245	0.245	1,53	
4681	Вал карданный 	IVECO	kardan_41218072	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41218072			700			#VALUE!	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	35000	Диаметр окружности описанной элементами шарнира, мм	200	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	Масса, кг	62	Длина в полностью сжатом положении, мм	700	Рабочий ход в шлицевой паре, мм	133	Аналог вала №	S15.1377															0.25	0.25	0,7	62
4683	Вал карданный 	IVECO	kardan_41218418	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41218418			500			81 800	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	500	Аналог вала №	SC.68765.500.02																											0.245	0.245	0,5	
4685	Вал карданный 	IVECO	kardan_41219223	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41219223			1550			35 730	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1550																													0.245	0.245	1,55	
4687	Вал карданный 	IVECO	kardan_41219724	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41219724			1286			34 560	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1286																													0.245	0.245	1,29	
4689	Вал карданный 	IVECO	kardan_41219222	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41219222			1465			35 360	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1465																													0.245	0.245	1,47	
4691	Вал карданный 	IVECO	kardan_42107936	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		42107936			900			25 910	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	900																													0.245	0.245	0,9	
4693	Вал карданный 	IVECO	kardan_41225296	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41225296			1965			24 190	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1965																													0.245	0.245	1,97	
4695	Вал карданный 	IVECO	kardan_41225528	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41225528			1350			22 850	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1350																													0.245	0.245	1,35	
4697	Вал карданный 	IVECO	kardan_500300061	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500300061			1975			57 740	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1975																													0.245	0.245	1,98	
4699	Вал карданный 	IVECO	kardan_42120562	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		42120562			1800			28 140	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
4701	Вал карданный 	IVECO	kardan_500301573	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500301573			1525			51 460	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1525																													0.245	0.245	1,53	
4703	Вал карданный 	IVECO	kardan_500315417	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500315417			1370			22 890	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1370																													0.245	0.245	1,37	
4705	Вал карданный 	IVECO	kardan_500307530	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500307530			1118			22 340	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1118																													0.245	0.245	1,12	
4707	Вал карданный 	IVECO	kardan_500325898	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500325898			1080			22 260	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1080																													0.245	0.245	1,08	
4709	Вал карданный 	IVECO	kardan_500393454	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393454			1380			22 920	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1380																													0.245	0.245	1,38	
4711	Вал карданный 	IVECO	kardan_500393456	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393456			1895			24 040	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1895																													0.245	0.245	1,9	
4713	Вал карданный 	IVECO	kardan_500393453	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393453			1030			22 150	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1030																													0.245	0.245	1,03	
4715	Вал карданный 	IVECO	kardan_500393457	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393457			1090			22 280	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1090																													0.245	0.245	1,09	
4717	Вал карданный 	IVECO	kardan_500393459	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393459			1270			22 680	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1270																													0.245	0.245	1,27	
4719	Вал карданный 	IVECO	kardan_500393460	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393460			1630			23 460	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1630																													0.245	0.245	1,63	
4721	Вал карданный 	IVECO	kardan_500393458	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393458			1190			22 500	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1190																													0.245	0.245	1,19	
4723	Вал карданный 	IVECO	kardan_500393461	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		500393461			1115			22 340	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1115																													0.245	0.245	1,12	
4725	Вал карданный 	IVECO	kardan_98449013	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98449013			700			58 800	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	700																													0.245	0.245	0,7	
4727	Вал карданный 	IVECO	kardan_5006019184	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		5006019184			750			29 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	750																													0.245	0.245	0,75	
4729	Вал карданный 	IVECO	kardan_98474744	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		98474744			1800			48 300	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
4731	Вал карданный 	IVECO	kardan_994909638	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		994909638			1550			23 290	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1550																													0.245	0.245	1,55	
4733	Вал карданный 	IVECO	kardan_i6529-2203011	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		И6529-2203011			1820			45 150	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1820																													0.245	0.245	1,82	
4735	Вал карданный 	IVECO	kardan_i6539-2205011	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		И6539-2205011			700	Вал среднего моста IVECO АМТ 6539		52 500	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	700																													0.245	0.245	0,7	
4737	Вал карданный 	IVECO	kardan_i6529-2205011	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		И6529-2205011			700			53 550	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	700																													0.245	0.245	0,7	
4739	Вал карданный 	IVECO	kardan_n6539-2218010	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		Н6539-2218010			515			49 350	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	515																													0.245	0.245	0,52	
4741	Вал карданный 	IVECO	kardan_41203884	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203884			1950			37 500	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1950																													0.245	0.245	1,95	
4743	Вал карданный 	IVECO	kardan_41203885	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203885			2050			37 940	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2050																													0.245	0.245	2,05	
4745	Вал карданный 	IVECO	kardan_41203886	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203886			2100			38 160	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2100																													0.245	0.245	2,1	
4747	Вал карданный 	IVECO	kardan_41203888	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203888			2375			39 370	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2375																													0.245	0.245	2,38	
4749	Вал карданный 	IVECO	kardan_41203887	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203887			2350			39 260	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2350																													0.245	0.245	2,35	
4751	Вал карданный 	IVECO	kardan_41203909	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203909			1130			33 880	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1130																													0.245	0.245	1,13	
4753	Вал карданный 	IVECO	kardan_41203911	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203911			1180			34 100	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1180																													0.245	0.245	1,18	
4755	Вал карданный 	IVECO	kardan_41203910	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203910			1150			33 960	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1150																													0.245	0.245	1,15	
4757	Вал карданный 	IVECO	kardan_41203912	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203912			1580			35 860	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1580																													0.245	0.245	1,58	
4759	Вал карданный 	IVECO	kardan_41203913	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203913			1595			35 930	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1595																													0.245	0.245	1,6	
4761	Вал карданный 	IVECO	kardan_41203914	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203914			1630			36 080	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1630																													0.245	0.245	1,63	
4763	Вал карданный 	IVECO	kardan_41203915	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203915			1820			36 920	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1820																													0.245	0.245	1,82	
4765	Вал карданный 	IVECO	kardan_41203916	/kardanyi_valy/catalog/iveco/	/kardanyi_valy/catalog/iveco/	iveco		41203916			1855			37 080	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1855																													0.245	0.245	1,86	
