id	name	dlina	code1	tt		price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	cat	url	path	cat_url	ord	code2	code3	analog	prim	prim2	mesto1	mesto2	img_path	img1	img2	img3	img4	img5	desc	Comment	flanec_type	flanec_code	otv	D_po_centram_otv	D_vneshnyi	burt	truba	krest	krest_code	krest_D	krest_dlina	moment	max_moment	ugol		max_dlina	hod	do_krest	chastota_vrasch	D_vnesh	ot_torca	Осевой ход опоры	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
315	Вал карданный КамАЗ, переднего моста L=1143	1143	6350-2203011-10					24 970	К-Сервис, Н.Челны	36 175	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350-2203011-10_l-1143-mm	/kardanyi_valy/catalog/kamaz/							(8х8, мосты 43118, РК65111)	переднего моста		/kardanyi_valy/img/kamkardan/	53228_1022_____1.jpg					Пер.(№1) моста 6350		евро с торц.шлицами, маленький, T150,		Ø13x4	130			82 х 4	50 х 135	5320-2205025			10000	18000	40˚		2070 мм	100	100 мм	2000 об/мин	не более 162 мм											0.2	0.2	1.15	36
317	Вал карданный КамАЗ, L=1252	1252	6350-2204011-10					28 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350-2204011-10_l-1252-mm	/kardanyi_valy/catalog/kamaz/							(8х8, мосты 43118, РК65111)			/kardanyi_valy/img/kamkardan/	kamaz-23205-31.jpg					с подвес.подш, 'половинка'		евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	53205-2205025			25000	18000	35˚		2200 мм	100	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.26	55.8
319	Вал карданный КамАЗ, среднего моста L=870	870	6350-2205011-10					39 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350-2205011-10_l-870-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-63501, 6350	63501(КПП-ЯМЗ-239), 6350(КПП-161 и разд-65111) (8х8, мосты 43118, РК65111)	среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif					Сред.(№3).моста 6350		евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	0.87	49.6
321	вал карданный КамАЗ, среднего моста L=799	799	6350-2205011-20											КАМАЗ	kardan-kamaz-6350-2205011-20_l-799-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	0.8	48.4
323	Вал карданный КамАЗ, L=1084	1084	6350-2206011					28 050	К-Сервис, Н.Челны	35 300	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350-2206011_l-1084-mm	/kardanyi_valy/catalog/kamaz/							(8х8, мосты 43118, РК65111)			/kardanyi_valy/img/kamkardan/	6361yax2.jpg					Пер.(№2) моста 6350		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	01.09	43.9
325	Передача карданная КамАЗ, L=2090	2090	6350Г-2201006-16					75 350	К-Сервис, Н.Челны	90 450	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350-2206011_l-2090-mm	/kardanyi_valy/catalog/kamaz/					6350Г-2201006-16		(8х8, мосты 43118, РК65111)			/kardanyi_valy/img/kamkardan/	6361yax2.jpg					С подвесным подшипником L1=844; L2=1246				Ø15x4	150			100		84-2205025			22700	25000	140			140														0.245	0.245	02.09	100
327	Вал карданный КамАЗ, среднего моста L=710	710	6350Г-2205011-16					34 650	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350g-2205011-16_l-710-mm	/kardanyi_valy/catalog/kamaz/					6350Г-2205011-16			среднего моста		/kardanyi_valy/img/kamkardan/	6361yax2.jpg									Ø15x4	150			33		53205-2205025			22700	25000	140			140														0.25	0.25	0.71	33
329	Вал карданный КамАЗ, среднего моста L=804	804	6350Г-2205011-26					34 650	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6350g-2205011-26_l-804-mm	/kardanyi_valy/catalog/kamaz/					6350Г-2205011-26			среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			35		53205-2205025			22700	25000	140			140														0.25	0.25	0.81	35
331	Вал карданный КамАЗ, заднего моста L=673	673	6460-2201011-10					22 550	К-Сервис, Н.Челны	34 613	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2201011-10_l-673-mm	/kardanyi_valy/catalog/kamaz/				96874001005	45104-2201005-93	привод заднего моста КамАЗ-6460- Аналоги: 6460Г-2201011-11		заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg					меж/осевой 6520		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.68	39.8
333	Вал карданный КамАЗ, заднего моста L=673	673	6460-2201011-11					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2201011-11_l-673-mm	/kardanyi_valy/catalog/kamaz/			RS.93640.03.02	0687400200519/0005	45104-2201005-90; 45104-2201005-92	Вал заднего моста КАМАЗ-6460		заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg					меж/осевой 6520		евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.68	39.9
335	Вал карданный КамАЗ, заднего моста L=746	746	6460-2201011-21					24 970	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2201011-21_l-746-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	kamaz-7012.jpg					меж/осевой 6520		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.75	40.6
337	Вал карданный КамАЗ, среднего моста L=850	850	6460-2205011					39 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2205011_l-850-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6460		среднего моста		/kardanyi_valy/img/kamkardan/	81.39324-6064-640_13.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	0.85	49.2
339	Вал карданный КамАЗ, среднего моста L=850	850	6460-2205011-01					34 650	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2205011-01_l-850-mm	/kardanyi_valy/catalog/kamaz/					45104-2205002-90	Вал среднего моста КАМАЗ-6460		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	6361yax2.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	0.85	49.4
341	Вал карданный КамАЗ, среднего моста L=850	850	6460-2205011-10					40 150	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2205011-10_l-850-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	6361yax2.jpg									Ø15x4	150			55		84-2205025			22700	25000	110			110														0.2	0.2	0.85	55
343	Вал карданный КамАЗ, среднего моста L=849	849	6460-2205011-41					39 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460-2205011-41_l-849-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	53205-2205011-10_955_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	0.85	49.2
345	Вал карданный КамАЗ, заднего моста L=673	673	6460Г-2201011-11					28 050	К-Сервис, Н.Челны	34 988	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460g-2201011-11_l-673-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg									Ø15x4	150			36		53205-2201025			9300	11000	85			85														0.245	0.245	0.68	36
347	Вал карданный КамАЗ, среднего моста L=850	850	6460Г-2205011-01					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460g-2205011-01_l-850-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	kamaz-53205.jpg									Ø15x4	150			55		84-2205025			22700	25000	110			110														0.25	0.25	0.85	55
349	Вал карданный КамАЗ, среднего моста L=860	860	6460Г-2205011-41					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6460g-2205011-41_l-860-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	kamaz-532051.jpg									Ø15x4	150			55		53205-2205025			22700	25000	110			110														0.25	0.25	0.86	55
351	Вал карданный КамАЗ, основной, 'бочёнок' L=232	232	65111-2202011-10					29 150	К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-65111-2202011-10_l-220-mm	/kardanyi_valy/catalog/kamaz/								основной, 'бочёнок'	от КПП до РК	/kardanyi_valy/img/kamkardan/	65111__________________246.jpg							евро с торц.шлицами, большой, T180	65111-2202023-10	Ø15x4	150					53205-2205025-10								22														0.24	0.24	0.22	23.1
353	Вал карданный КамАЗ, основной, 'бочёнок' L=246	246	65111-2202011-20					29 150	К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-65111-2202011-20_l-240-mm	/kardanyi_valy/catalog/kamaz/								основной, 'бочёнок'	от КПП до РК	/kardanyi_valy/img/kamkardan/	65111__________________246.jpg							евро с торц.шлицами, большой, T180	53205-2205023-22	Ø15x4	150					53205-2205025-10								22														0.24	0.24	0.24	23.1
355	Вал карданный КамАЗ, основной, 'бочёнок' L=266	266	65111-2202011-30					30 250	К-Сервис, Н.Челны	58 988	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65111-2202011-30_l-266-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-4350, 43501, КАМАЗ-5350-0000310-10, 6426-1033-10 (лесовоз), 65111	основной карданный вал от КПП на РК (от коробки переключения передач на раздаточную коробку) автомобилей КамАЗ-4350, КамАЗ-43501 (с КПП-154, РК-65111), КамАЗ-5350 (с ДВС-740-30-260, КПП-152, РК-65111), КамАЗ-6426-1033-10 (лесовоз с ДВС-740-30-260, КПП-154), КамАЗ-65111 (с КПП-152, ZF9S109, РК-65111)-	основной, 'бочёнок'	от КПП до РК	/kardanyi_valy/img/kamkardan/	65111__________________246.jpg					основной карданный вал от КПП на РК (от коробки переключения передач на раздаточную коробку), 'БОЧЕНОК'		евро с торц.шлицами, большой, T180	53205-2205023-22	Ø15x4	150					53205-2205025					22			22														0.24	0.24	0.27	35
357	Вал карданный КамАЗ, переднего моста L=1107	1107	65111-2203011-30											КАМАЗ	kardan-kamaz-65111-2203011-30_l-1107-mm	/kardanyi_valy/catalog/kamaz/								переднего моста										евро с торц.шлицами, большой, T180	53205-2201023-30	Ø15x4	150																											0.24	0.24	1.11	
359	Вал карданный КамАЗ, среднего моста L=870	870	65115-2205011-20					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-20_l-870-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65115	65115(КПП-152)	среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155	53205-2205025			12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.87	41.8
361	Вал карданный КамАЗ, среднего моста L=1096	1096	65115-2205011-42					28 050	К-Сервис, Н.Челны	33 425	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-42_l-1096-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155	53205-2205025			12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	1.1	44
363	Вал карданный КамАЗ, среднего моста L=1595	1595	65115-2205011-43					30 250	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-43_l-1595-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65115		среднего моста		/kardanyi_valy/img/kamkardan/	65115-2205011-43-kamaz.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	100	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	1.6	48.8
365	Вал карданный КамАЗ, среднего моста L=748	748	65115-2205011-44					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-44_l-748-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155	53205-2205025			12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.75	40.7
367	Вал карданный КамАЗ, среднего моста L=927	927	65115-2205011-70					25 850	К-Сервис, Н.Челны	34 613	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-70_l-927-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	65115-2205011-43_1595_____.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155	53205-2205025			12501		30˚		2150 мм	165	88,5 мм	2001 об/мин	не более 190 мм											0.24	0.24	0.93	45
369	Вал карданный КамАЗ, среднего моста L=927	927	65115-2205011-71					35 750	К-Сервис, Н.Челны	34 613	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-71_l-927-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	65115-2205011-43_1595_____.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155	53205-2205025			12502		30˚		2150 мм	165	88,5 мм	2002 об/мин	не более 190 мм											0.24	0.24	0.93	45
371	Вал карданный КамАЗ, среднего моста L=1420	1420	65115-2205011-80					30 250	К-Сервис, Н.Челны	32 450	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65115-2205011-80_l-1420-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	65115-2205011-43_1595_____.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12503	18000	30˚		2150 мм	100	88,5 мм	2003 об/мин	не более 190 мм											0.24	0.24	1.42	45
373	Вал карданный КамАЗ, среднего моста L=661	661	65116-2205011					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65116-2205011_l-661-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста 65116		среднего моста		/kardanyi_valy/img/kamkardan/	81.39324-6064-640mm.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155	53205-2205025			12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.67	39.8
375	Карданная передача КамАЗ, L=2830	2830	65117-2201006-20					62 150	К-Сервис, Н.Челны	64 888	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65117-2201006-20_l-2830-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65117	65117 (КПП-ZF109S)			/kardanyi_valy/img/kamkardan/	peredacha-kamaz2.jpg					Состоит из 65117-2202011-20 и 65117-2205011-10 L1=1540; L2=1290	Торц.шлиц Больш.фланец от КПП до ср.мост)			Ø15x4	150			65		53205-2205025			12500	18000	100			100														0.24	0.24	2.83	65
377	Карданная передача КамАЗ, L=2729	2728,8 (2729)	65117-2201006-30					62 150	К-Сервис, Н.Челны	64 888	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65117-2201006-30_l-2740-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65117				/kardanyi_valy/img/kamkardan/	peredacha-kamaz.jpg					состоит из вала с промопорой 53229-2202011-30 и вала сред- моста 65117-2205011-10 L1=1450; L2=1294	Торц.шлиц Больш.фланец от КПП до ср.мост)			Ø15x4	150			65		53205-2205025			12500	18000	85			85														0.24	0.24	2.74	65
379	Карданная передача КамАЗ, L=2724	2724	65117-2201006-40					62 150	К-Сервис, Н.Челны	64 888	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65117-2201006-40_l-2724-mm	/kardanyi_valy/catalog/kamaz/									от КПП до ср.мост	/kardanyi_valy/img/kamkardan/	peredacha-kamaz.jpg					Состоит из 65117-2201006-40 (65117-2205011+65115-2202011) с Подвес.ПОДШИПником L1=1450; L2=1274	Торц.шлиц Больш.фланец от КПП до ср.мост)	евро с торц.шлицами, большой, T180		Ø15x4	150			65		53205-2205025			12500	18000	85			85														0.24	0.24	2.73	65
381	Вал карданный КамАЗ, Промежуточный, с пром.опорой L=1540	1540	65117-2202011-20					30 250	К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-65117-2202011-20_l-1540-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65117	65117 (КПП ZF109S)	Промежуточный, с пром.опорой		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg					Промежуточный, с пром.опорой		евро с торц.шлицами, большой, T180		Ø15х4	150																											0.24	0.24	1.54	45
383	Вал карданный КамАЗ, среднего моста L=1278	1278	65117-2205011-10					28 050	К-Сервис, Н.Челны	32 450	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65117-2205011-10_l-1278-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65117	65117 (КПП-154 и ZF)	среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg					половинка' кардана (передачи) с подвес.подшипником		евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	100	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	1.28	45.7
385	Вал карданный КамАЗ, среднего моста L=1223	1223	65117-2205011-50											КАМАЗ	kardan-kamaz-65117-2205011-50_l-1223-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	1.23	45.2
387	Вал карданный КамАЗ, Основной L=1353	1353	65201-2202011					37 950	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65201-2202011_l-1353-mm	/kardanyi_valy/catalog/kamaz/					FS.93655.01.02			Основной		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			40		84-2205025			22700	25000	100			100														0.2	0.2	1.36	40
389	Вал карданный КамАЗ, среднего моста L=1408	1408	65201-2205011-10											КАМАЗ	kardan-kamaz-65201-2205011-10_l-1408-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.41	58.4
391	Вал карданный КамАЗ, среднего моста L=1330	1330	65201-2205011-30											КАМАЗ	kardan-kamaz-65201-2205011-30_l-1330-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.33	57.1
393	Вал карданный КамАЗ, заднего моста L=686	686	6520-2201011-10					28 050	К-Сервис, Н.Челны	33 300	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2201011-10_l-686-mm	/kardanyi_valy/catalog/kamaz/						КамАЗ-6520, -65201, -6522, -65222, -65225, -65226, -6550 Аналоги: 6520Г-2201011-11 (по КД ОАО &quot;Белкард&quot;), 45104-2201001 (по КД КамАЗ), GWB 2040 687400200540/0020, GWB 2040 687400200516/0044 (GWB, Германия),		заднего моста		/kardanyi_valy/img/kamkardan/	81.39324-6064-640_12.jpg					Данный карданный вал применяется в приводе заднего моста (в роли межосевого) на всех автомобилях КамАЗ семейства 6520, 6522		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	0.69	40.1
395	Вал карданный КамАЗ, заднего моста L=701	701	6520-2201011-11					28 050	К-Сервис, Н.Челны	33 913	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2201011-11_l-701-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	6520-2201011__________________________1.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	11000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	0.71	40.2
397	Вал карданный КамАЗ, среднего моста L=1425	1425	6520-2205011					37 950	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011_l-1425-mm	/kardanyi_valy/catalog/kamaz/					6520-2205011-11			среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	120	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.43	57.7
399	Вал карданный КамАЗ, среднего моста L=1373	1373	6520-2205011-001							45 975	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-001_l-1373-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.38	57.8
401	Вал карданный КамАЗ, среднего моста L=1173	1173	6520-2205011-008					37 950	К-Сервис, Н.Челны	44 800	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-008_l-1173-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	1000-euro.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.18	54.5
403	Вал карданный КамАЗ, среднего моста L=1418	1418	6520-2205011-01					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-01_l-1418-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			57		53205-2205025			22700	25000	120			120														0.2	0.2	1.42	57
405	Вал карданный КамАЗ, среднего моста L=1418	1418	6520-2205011-010					37 950	К-Сервис, Н.Челны	45 975	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-010_l-1418-mm	/kardanyi_valy/catalog/kamaz/				0687550200502/0580	45104-2205051-90	(8х8, мосты 6560/6520, РК-ZF)		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm1.jpg					Сред.(№3).моста 6560		евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.42	58.6
407	Вал карданный КамАЗ, среднего моста L=1391	1391	6520-2205011-014					37 950	К-Сервис, Н.Челны	46 375	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-014_l-1391-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.4	58.1
409	Вал карданный КамАЗ, среднего моста L=1883	1883	6520-2205011-015					41 250	К-Сервис, Н.Челны	48 925	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-015_l-1883-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.89	66.2
411	Вал карданный КамАЗ, среднего моста L=1059	1059	6520-2205011-018					35 750	К-Сервис, Н.Челны	43 975	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-018_l-1059-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста		/kardanyi_valy/img/kamkardan/	1000-euro1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	01.06	52.7
413	Вал карданный КамАЗ, среднего моста L=1339	1339	6520-2205011-019					36 850	К-Сервис, Н.Челны	45 625	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-019_l-1339-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.34	57.3
